Seq #,Title,20 Char,Publisher,Prods,ISSN,E-ISSN,Country,Language,SCIE,SSCI,AHCI,WoS Category
D3786J,Journal of Cell Communication and Signaling,J CELL COMMUN SIGNAL,SPRINGER,D  JS Q  XC B1 BA BP ES,1873-9601,1873-961X,NETHERLANDS,English,,,,Cell Biology
51656J,JOURNAL OF CELL SCIENCE,J CELL SCI,COMPANY OF BIOLOGISTS LTD,K  D  JS Q  P  B1 BA BP CC ES,0021-9533,1477-9137,ENGLAND,English,,,,Cell Biology
13697J,JOURNAL OF CELLULAR AND MOLECULAR MEDICINE,J CELL MOL MED,WILEY-BLACKWELL,D  JS Q  XC P  B1 BA BP CC ES,1582-4934,1582-4934,ENGLAND,English,,,,Cell Biology
13697J,JOURNAL OF CELLULAR AND MOLECULAR MEDICINE,J CELL MOL MED,WILEY-BLACKWELL,D  JS Q  XC P  B1 BA BP CC ES,1582-4934,1582-4934,ENGLAND,English,,,,"Medicine, Research & Experimental"
C7691J,Journal of Cellular Automata,J CELL AUTOM,OLD CITY PUBLISHING INC,D  JS Q  XC T  CC ES,1557-5969,1557-5977,ENGLAND,English,,,,"Computer Science, Theory & Methods"
C7691J,Journal of Cellular Automata,J CELL AUTOM,OLD CITY PUBLISHING INC,D  JS Q  XC T  CC ES,1557-5969,1557-5977,ENGLAND,English,,,,"Mathematics, Interdisciplinary Applications"
03907J,JOURNAL OF CELLULAR BIOCHEMISTRY,J CELL BIOCHEM,WILEY-BLACKWELL,K  D  JS Q  P  DF B1 BA BP PI CC ES,0730-2312,1097-4644,UNITED STATES,English,,,,Cell Biology
03907J,JOURNAL OF CELLULAR BIOCHEMISTRY,J CELL BIOCHEM,WILEY-BLACKWELL,K  D  JS Q  P  DF B1 BA BP PI CC ES,0730-2312,1097-4644,UNITED STATES,English,,,,Biochemistry & Molecular Biology
51612J,JOURNAL OF CELLULAR PHYSIOLOGY,J CELL PHYSIOL,WILEY-BLACKWELL,K  D  JS Q  P  B1 BA BP CC ES,0021-9541,1097-4652,UNITED STATES,English,,,,Cell Biology
51612J,JOURNAL OF CELLULAR PHYSIOLOGY,J CELL PHYSIOL,WILEY-BLACKWELL,K  D  JS Q  P  B1 BA BP CC ES,0021-9541,1097-4652,UNITED STATES,English,,,,Physiology
51634J,JOURNAL OF CELLULAR PLASTICS,J CELL PLAST,SAGE PUBLICATIONS LTD,D  JS Q  XC T  CC ES,0021-955X,1530-7999,ENGLAND,English,,,,"Chemistry, Applied"
51634J,JOURNAL OF CELLULAR PLASTICS,J CELL PLAST,SAGE PUBLICATIONS LTD,D  JS Q  XC T  CC ES,0021-955X,1530-7999,ENGLAND,English,,,,Polymer Science
D1152J,Journal of Central South University,J CENT SOUTH UNIV,JOURNAL OF CENTRAL SOUTH UNIV TECHNOLOGY,D  JS Q  XC ES,2095-2899,1993-0666,PEOPLES R CHINA,English,,,,Metallurgy & Metallurgical Engineering
13771J,JOURNAL OF CERAMIC PROCESSING RESEARCH,J CERAM PROCESS RES,"KOREAN ASSOC CRYSTAL GROWTH, INC",K  D  JS Q  XC S  T  CC ES,1229-9162,1229-9162,SOUTH KOREA,English,,,,"Materials Science, Ceramics"
D2733J,Journal of Ceramic Science and Technology,J CERAM SCI TECHNOL,GOLLER VERLAG GMBH,D  JS Q  XC S  T  CC ES,2190-9385,,GERMANY,English,,,,"Materials Science, Ceramics"
05604J,JOURNAL OF CEREAL SCIENCE,J CEREAL SCI,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,K  D  JS Q  A  B1 BA BP CC ES,0733-5210,1095-9963,ENGLAND,English,,,,Food Science & Technology
03807J,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,J CEREBR BLOOD F MET,NATURE PUBLISHING GROUP,K  D  JS Q  P  B1 BA BP PI CC ES,0271-678X,1559-7016,UNITED STATES,English,,,,Neurosciences
03807J,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,J CEREBR BLOOD F MET,NATURE PUBLISHING GROUP,K  D  JS Q  P  B1 BA BP PI CC ES,0271-678X,1559-7016,UNITED STATES,English,,,,Endocrinology & Metabolism
03807J,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,J CEREBR BLOOD F MET,NATURE PUBLISHING GROUP,K  D  JS Q  P  B1 BA BP PI CC ES,0271-678X,1559-7016,UNITED STATES,English,,,,Hematology
51788J,JOURNAL OF CHEMICAL AND ENGINEERING DATA,J CHEM ENG DATA,AMER CHEMICAL SOC,K  D  JS Q  S  T  RD PR RC SR CH CC ES,0021-9568,,UNITED STATES,English,,,1,"Chemistry, Multidisciplinary"
51788J,JOURNAL OF CHEMICAL AND ENGINEERING DATA,J CHEM ENG DATA,AMER CHEMICAL SOC,K  D  JS Q  S  T  RD PR RC SR CH CC ES,0021-9568,,UNITED STATES,English,,,,"Engineering, Chemical"
10721J,JOURNAL OF CHEMICAL CRYSTALLOGRAPHY,J CHEM CRYSTALLOGR,SPRINGER/PLENUM PUBLISHERS,K  D  JS Q  S  RD RC SR CC ES,1074-1542,1572-8854,UNITED STATES,English,,,0,Spectroscopy
10721J,JOURNAL OF CHEMICAL CRYSTALLOGRAPHY,J CHEM CRYSTALLOGR,SPRINGER/PLENUM PUBLISHERS,K  D  JS Q  S  RD RC SR CC ES,1074-1542,1572-8854,UNITED STATES,English,,,,Crystallography
51701J,JOURNAL OF CHEMICAL ECOLOGY,J CHEM ECOL,SPRINGER,K  D  JS Q  A  B1 B7 BA BP CC ES,0098-0331,1573-1561,NETHERLANDS,English,,,,Ecology
51701J,JOURNAL OF CHEMICAL ECOLOGY,J CHEM ECOL,SPRINGER,K  D  JS Q  A  B1 B7 BA BP CC ES,0098-0331,1573-1561,NETHERLANDS,English,,,,Biochemistry & Molecular Biology
51744J,JOURNAL OF CHEMICAL EDUCATION,J CHEM EDUC,AMER CHEMICAL SOC,K  D  JS Q  S  RD RC SR CC ES,0021-9584,1938-1328,UNITED STATES,English,,,,"Education, Scientific Disciplines"
51744J,JOURNAL OF CHEMICAL EDUCATION,J CHEM EDUC,AMER CHEMICAL SOC,K  D  JS Q  S  RD RC SR CC ES,0021-9584,1938-1328,UNITED STATES,English,,,,"Chemistry, Multidisciplinary"
51810J,JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,J CHEM ENG JPN,SOC CHEMICAL ENG JAPAN,K  D  JS Q  T  CC ES,0021-9592,0021-9592,JAPAN,English,,,,"Engineering, Chemical"
C5742J,Journal of Chemical Information and Modeling,J CHEM INF MODEL,AMER CHEMICAL SOC,K  D  JS Q  S  RD RC SR PI CC ES,1549-9596,1549-960X,UNITED STATES,English,,,,"Chemistry, Medicinal"
C5742J,Journal of Chemical Information and Modeling,J CHEM INF MODEL,AMER CHEMICAL SOC,K  D  JS Q  S  RD RC SR PI CC ES,1549-9596,1549-960X,UNITED STATES,English,,,,"Computer Science, Information Systems"
C5742J,Journal of Chemical Information and Modeling,J CHEM INF MODEL,AMER CHEMICAL SOC,K  D  JS Q  S  RD RC SR PI CC ES,1549-9596,1549-960X,UNITED STATES,English,,,,"Computer Science, Interdisciplinary Applications"
C5742J,Journal of Chemical Information and Modeling,J CHEM INF MODEL,AMER CHEMICAL SOC,K  D  JS Q  S  RD RC SR PI CC ES,1549-9596,1549-960X,UNITED STATES,English,,,,"Chemistry, Multidisciplinary"
09092J,JOURNAL OF CHEMICAL NEUROANATOMY,J CHEM NEUROANAT,ELSEVIER SCIENCE BV,K  D  JS Q  P  B1 B7 BA BP CC ES,0891-0618,1873-6300,NETHERLANDS,English,,,,Biochemistry & Molecular Biology
09092J,JOURNAL OF CHEMICAL NEUROANATOMY,J CHEM NEUROANAT,ELSEVIER SCIENCE BV,K  D  JS Q  P  B1 B7 BA BP CC ES,0891-0618,1873-6300,NETHERLANDS,English,,,,Neurosciences
51832J,JOURNAL OF CHEMICAL PHYSICS,J CHEM PHYS,AMER INST PHYSICS,K  D  JS Q  S  RD RC SR CC ES,0021-9606,1089-7690,UNITED STATES,English,,,,"Physics, Atomic, Molecular & Chemical"
51991J,JOURNAL OF CHEMICAL RESEARCH,J CHEM RES,SCIENCE REVIEWS 2000 LTD,K  D  JS Q  S  CR RD I  PR RC SR CH CC ES,1747-5198,1747-5198,ENGLAND,Multi-Language,,,1,"Chemistry, Multidisciplinary"
14281J,JOURNAL OF CHEMICAL SCIENCES,J CHEM SCI,INDIAN ACAD SCIENCES,K  D  JS Q  S  CC ES,0974-3626,0973-7103,INDIA,English,,,0,"Chemistry, Multidisciplinary"
01488J,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,J CHEM TECHNOL BIOT,WILEY-BLACKWELL,K  D  JS Q  A  T  CR RD RC SR DF TL B2 BA BP CC ES,0268-2575,1097-4660,ENGLAND,English,,,,"Chemistry, Multidisciplinary"
01488J,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,J CHEM TECHNOL BIOT,WILEY-BLACKWELL,K  D  JS Q  A  T  CR RD RC SR DF TL B2 BA BP CC ES,0268-2575,1097-4660,ENGLAND,English,,,,Biotechnology & Applied Microbiology
01488J,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,J CHEM TECHNOL BIOT,WILEY-BLACKWELL,K  D  JS Q  A  T  CR RD RC SR DF TL B2 BA BP CC ES,0268-2575,1097-4660,ENGLAND,English,,,,"Engineering, Chemical"
C5994J,Journal of Chemical Theory and Computation,J CHEM THEORY COMPUT,AMER CHEMICAL SOC,K  D  JS Q  S  CC ES,1549-9618,1549-9626,UNITED STATES,English,,,,"Physics, Atomic, Molecular & Chemical"
C5994J,Journal of Chemical Theory and Computation,J CHEM THEORY COMPUT,AMER CHEMICAL SOC,K  D  JS Q  S  CC ES,1549-9618,1549-9626,UNITED STATES,English,,,,"Chemistry, Physical"
52074J,JOURNAL OF CHEMICAL THERMODYNAMICS,J CHEM THERMODYN,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,K  D  JS Q  S  RD RC SR CC ES,0021-9614,1096-3626,ENGLAND,English,,,,"Chemistry, Physical"
52074J,JOURNAL OF CHEMICAL THERMODYNAMICS,J CHEM THERMODYN,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,K  D  JS Q  S  RD RC SR CC ES,0021-9614,1096-3626,ENGLAND,English,,,,Thermodynamics
D0989J,Journal of Cheminformatics,J CHEMINFORMATICS,BIOMED CENTRAL LTD,D  JS Q  XC S  CC ES,1758-2946,1758-2946,ENGLAND,English,,,,"Computer Science, Information Systems"
D0989J,Journal of Cheminformatics,J CHEMINFORMATICS,BIOMED CENTRAL LTD,D  JS Q  XC S  CC ES,1758-2946,1758-2946,ENGLAND,English,,,,"Computer Science, Interdisciplinary Applications"
D0989J,Journal of Cheminformatics,J CHEMINFORMATICS,BIOMED CENTRAL LTD,D  JS Q  XC S  CC ES,1758-2946,1758-2946,ENGLAND,English,,,,"Chemistry, Multidisciplinary"
D1336J,Journal of Chemistry,J CHEM-NY,HINDAWI PUBLISHING CORPORATION,D  JS Q  XC WS ES,2090-9063,2090-9071,UNITED STATES,English,,,,"Chemistry, Multidisciplinary"
09359J,JOURNAL OF CHEMOMETRICS,J CHEMOMETR,WILEY-BLACKWELL,K  D  JS Q  S  CC ES,0886-9383,1099-128X,ENGLAND,English,,,,Instruments & Instrumentation
09359J,JOURNAL OF CHEMOMETRICS,J CHEMOMETR,WILEY-BLACKWELL,K  D  JS Q  S  CC ES,0886-9383,1099-128X,ENGLAND,English,,,,"Computer Science, Artificial Intelligence"
09359J,JOURNAL OF CHEMOMETRICS,J CHEMOMETR,WILEY-BLACKWELL,K  D  JS Q  S  CC ES,0886-9383,1099-128X,ENGLAND,English,,,,"Mathematics, Interdisciplinary Applications"
09359J,JOURNAL OF CHEMOMETRICS,J CHEMOMETR,WILEY-BLACKWELL,K  D  JS Q  S  CC ES,0886-9383,1099-128X,ENGLAND,English,,,,Statistics & Probability
09359J,JOURNAL OF CHEMOMETRICS,J CHEMOMETR,WILEY-BLACKWELL,K  D  JS Q  S  CC ES,0886-9383,1099-128X,ENGLAND,English,,,,Automation & Control Systems
09359J,JOURNAL OF CHEMOMETRICS,J CHEMOMETR,WILEY-BLACKWELL,K  D  JS Q  S  CC ES,0886-9383,1099-128X,ENGLAND,English,,,,"Chemistry, Analytical"
07945J,JOURNAL OF CHEMOTHERAPY,J CHEMOTHERAPY,MANEY PUBLISHING,D  JS Q  XC C  DF B1 BA BP PI CC ES,1120-009X,1973-9478,ITALY,English,,,,Pharmacology & Pharmacy
07945J,JOURNAL OF CHEMOTHERAPY,J CHEMOTHERAPY,MANEY PUBLISHING,D  JS Q  XC C  DF B1 BA BP PI CC ES,1120-009X,1973-9478,ITALY,English,,,,Oncology
07945J,JOURNAL OF CHEMOTHERAPY,J CHEMOTHERAPY,MANEY PUBLISHING,D  JS Q  XC C  DF B1 BA BP PI CC ES,1120-009X,1973-9478,ITALY,English,,,,Infectious Diseases
11090J,JOURNAL OF CHILD & ADOLESCENT SUBSTANCE ABUSE,J CHILD ADOLES SUBST,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",J  SS JZ Q  B  CC ES SP,1067-828X,1547-0652,UNITED STATES,English,0,1,,Substance Abuse
10526J,JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY,J CHILD ADOL PSYCHOP,"MARY ANN LIEBERT, INC",K  D  JS Q  XC C  DF CC ES SP,1044-5463,1557-8992,UNITED STATES,English,1,0,,Pediatrics
10526J,JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY,J CHILD ADOL PSYCHOP,"MARY ANN LIEBERT, INC",K  D  JS Q  XC C  DF CC ES SP,1044-5463,1557-8992,UNITED STATES,English,,,,Pharmacology & Pharmacy
10526J,JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY,J CHILD ADOL PSYCHOP,"MARY ANN LIEBERT, INC",K  D  JS Q  XC C  DF CC ES SP,1044-5463,1557-8992,UNITED STATES,English,,,,Psychiatry
C9658J,Journal of Child and Family Studies,J CHILD FAM STUD,SPRINGER,J  SS JZ Q  XC B  CC ES,1062-1024,1573-2843,UNITED STATES,English,0,1,,Family Studies
C9658J,Journal of Child and Family Studies,J CHILD FAM STUD,SPRINGER,J  SS JZ Q  XC B  CC ES,1062-1024,1573-2843,UNITED STATES,English,,,,Psychiatry
C9658J,Journal of Child and Family Studies,J CHILD FAM STUD,SPRINGER,J  SS JZ Q  XC B  CC ES,1062-1024,1573-2843,UNITED STATES,English,,,,"Psychology, Developmental"
D0157J,Journal of Child Health Care,J CHILD HEALTH CARE,SAGE PUBLICATIONS LTD,D  SS JS JZ Q  XC B  C  CC ES,1367-4935,1741-2889,ENGLAND,English,1,,,Nursing
D0157J,Journal of Child Health Care,J CHILD HEALTH CARE,SAGE PUBLICATIONS LTD,D  SS JS JZ Q  XC B  C  CC ES,1367-4935,1741-2889,ENGLAND,English,,,,Pediatrics
D0157J,Journal of Child Health Care,J CHILD HEALTH CARE,SAGE PUBLICATIONS LTD,D  SS JS JZ Q  XC B  C  CC ES,1367-4935,1741-2889,ENGLAND,English,,,,Nursing
52107J,JOURNAL OF CHILD LANGUAGE,J CHILD LANG,CAMBRIDGE UNIV PRESS,J  SS JZ Q  B  CC ES,0305-0009,1469-7602,UNITED STATES,English,0,,,"Psychology, Developmental"
52107J,JOURNAL OF CHILD LANGUAGE,J CHILD LANG,CAMBRIDGE UNIV PRESS,J  SS JZ Q  B  CC ES,0305-0009,1469-7602,UNITED STATES,English,,,,"Psychology, Experimental"
52107J,JOURNAL OF CHILD LANGUAGE,J CHILD LANG,CAMBRIDGE UNIV PRESS,J  SS JZ Q  B  CC ES,0305-0009,1469-7602,UNITED STATES,English,,,,Linguistics
07042J,JOURNAL OF CHILD NEUROLOGY,J CHILD NEUROL,SAGE PUBLICATIONS INC,K  D  JS Q  C  P  B2 BA BP CC ES,0883-0738,1708-8283,UNITED STATES,English,1,0,,Clinical Neurology
07042J,JOURNAL OF CHILD NEUROLOGY,J CHILD NEUROL,SAGE PUBLICATIONS INC,K  D  JS Q  C  P  B2 BA BP CC ES,0883-0738,1708-8283,UNITED STATES,English,,,,Pediatrics
52140J,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,J CHILD PSYCHOL PSYC,WILEY-BLACKWELL,K  D  J  SS JS JZ Q  XC B  C  B1 BA BP CC ES,0021-9630,1469-7610,ENGLAND,English,,1,,Psychiatry
52140J,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,J CHILD PSYCHOL PSYC,WILEY-BLACKWELL,K  D  J  SS JS JZ Q  XC B  C  B1 BA BP CC ES,0021-9630,1469-7610,ENGLAND,English,,,,"Psychology, Developmental"
52140J,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,J CHILD PSYCHOL PSYC,WILEY-BLACKWELL,K  D  J  SS JS JZ Q  XC B  C  B1 BA BP CC ES,0021-9630,1469-7610,ENGLAND,English,,,,Psychiatry
52140J,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,J CHILD PSYCHOL PSYC,WILEY-BLACKWELL,K  D  J  SS JS JZ Q  XC B  C  B1 BA BP CC ES,0021-9630,1469-7610,ENGLAND,English,,,,Psychology
D0299J,Journal of Child Sexual Abuse,J CHILD SEX ABUS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",SS JZ Q  XC B  CC ES SP,1053-8712,1547-0679,UNITED STATES,English,0,,,"Psychology, Clinical"
D0299J,Journal of Child Sexual Abuse,J CHILD SEX ABUS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",SS JZ Q  XC B  CC ES SP,1053-8712,1547-0679,UNITED STATES,English,,,,Family Studies
D1020J,Journal of Chinese Cinemas,J CHINESE CINEMAS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",H  Q  Y  CC SP,1750-8061,1750-807X,ENGLAND,English,,0,1,"Film, Radio, Television"
03173J,JOURNAL OF CHINESE LINGUISTICS,J CHINESE LINGUIST,JOURNAL CHINESE LINGUISTICS,J  SS H  JZ Q  XC B  Y  CC ES,0091-3723,,UNITED STATES,English,,1,,Asian Studies
03173J,JOURNAL OF CHINESE LINGUISTICS,J CHINESE LINGUIST,JOURNAL CHINESE LINGUISTICS,J  SS H  JZ Q  XC B  Y  CC ES,0091-3723,,UNITED STATES,English,,,,Linguistics
03173J,JOURNAL OF CHINESE LINGUISTICS,J CHINESE LINGUIST,JOURNAL CHINESE LINGUISTICS,J  SS H  JZ Q  XC B  Y  CC ES,0091-3723,,UNITED STATES,English,,,,Language & Linguistics
52233J,JOURNAL OF CHINESE PHILOSOPHY,J CHINESE PHILOS,WILEY-BLACKWELL,H  Q  Y  CC,0301-8121,1540-6253,UNITED STATES,English,,0,,Philosophy
52233J,JOURNAL OF CHINESE PHILOSOPHY,J CHINESE PHILOS,WILEY-BLACKWELL,H  Q  Y  CC,0301-8121,1540-6253,UNITED STATES,English,,,,Asian Studies
D2680J,Journal of Choice Modelling,J CHOICE MODEL,ELSEVIER SCI LTD,SS JZ Q  XC B  CC ES,1755-5345,1755-5345,ENGLAND,English,,1,0,Economics
52294J,JOURNAL OF CHROMATOGRAPHIC SCIENCE,J CHROMATOGR SCI,OXFORD UNIV PRESS INC,K  D  JS Q  P  S  RD RC SR DF TL B2 BA BP PI CC ES,0021-9665,1945-239X,UNITED STATES,English,1,0,,"Chemistry, Analytical"
52294J,JOURNAL OF CHROMATOGRAPHIC SCIENCE,J CHROMATOGR SCI,OXFORD UNIV PRESS INC,K  D  JS Q  P  S  RD RC SR DF TL B2 BA BP PI CC ES,0021-9665,1945-239X,UNITED STATES,English,,,,Biochemical Research Methods
10574J,JOURNAL OF CHROMATOGRAPHY A,J CHROMATOGR A,ELSEVIER SCIENCE BV,K  D  JS Q  P  S  RD RC SR DF TL B2 BA BP CC ES,0021-9673,1873-3778,NETHERLANDS,English,,,,Biochemical Research Methods
10574J,JOURNAL OF CHROMATOGRAPHY A,J CHROMATOGR A,ELSEVIER SCIENCE BV,K  D  JS Q  P  S  RD RC SR DF TL B2 BA BP CC ES,0021-9673,1873-3778,NETHERLANDS,English,,,,"Chemistry, Analytical"
10643J,JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES,J CHROMATOGR B,ELSEVIER SCIENCE BV,K  D  JS Q  P  RD RC SR DF TL B1 BA BP PI CC ES,1570-0232,1873-376X,NETHERLANDS,English,,,,"Chemistry, Analytical"
10643J,JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES,J CHROMATOGR B,ELSEVIER SCIENCE BV,K  D  JS Q  P  RD RC SR DF TL B1 BA BP PI CC ES,1570-0232,1873-376X,NETHERLANDS,English,,,,Biochemical Research Methods
03044J,JOURNAL OF CHURCH AND STATE,J CHURCH STATE,OXFORD UNIV PRESS,H  Q  Y  CC,0021-969X,2040-4867,UNITED STATES,English,0,,1,Religion
10873J,JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,J CIRCUIT SYST COMP,WORLD SCIENTIFIC PUBL CO PTE LTD,D  JS Q  XC T  CC ES,0218-1266,1793-6454,SINGAPORE,English,1,,0,"Engineering, Electrical & Electronic"
10873J,JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,J CIRCUIT SYST COMP,WORLD SCIENTIFIC PUBL CO PTE LTD,D  JS Q  XC T  CC ES,0218-1266,1793-6454,SINGAPORE,English,,,,"Computer Science, Hardware & Architecture"
C8813J,Journal of Civil Engineering and Management,J CIV ENG MANAG,VILNIUS GEDIMINAS TECH UNIV,D  JS Q  XC WS ES SP,1392-3730,1822-3605,LITHUANIA,English,,,,"Engineering, Civil"
06158J,JOURNAL OF CLASSIFICATION,J CLASSIF,SPRINGER,D  J  SS JS JZ Q  XC B  B2 B7 BA BP CC ES,0176-4268,1432-1343,UNITED STATES,English,,1,,"Psychology, Mathematical"
06158J,JOURNAL OF CLASSIFICATION,J CLASSIF,SPRINGER,D  J  SS JS JZ Q  XC B  B2 B7 BA BP CC ES,0176-4268,1432-1343,UNITED STATES,English,,,,"Mathematics, Interdisciplinary Applications"
13746J,JOURNAL OF CLEANER PRODUCTION,J CLEAN PROD,ELSEVIER SCI LTD,D  JS Q  XC A  T  CC ES,0959-6526,1879-1786,UNITED STATES,English,,0,,Environmental Sciences
13746J,JOURNAL OF CLEANER PRODUCTION,J CLEAN PROD,ELSEVIER SCI LTD,D  JS Q  XC A  T  CC ES,0959-6526,1879-1786,UNITED STATES,English,,,,"Engineering, Environmental"
09088J,JOURNAL OF CLIMATE,J CLIMATE,AMER METEOROLOGICAL SOC,K  D  JS Q  S  CC ES SP,0894-8755,1520-0442,UNITED STATES,English,,,,Meteorology & Atmospheric Sciences
06316J,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,J CLIN EXP NEUROPSYC,TAYLOR & FRANCIS INC,K  D  J  SS JS JZ Q  B  C  PI CC ES SP,1380-3395,1744-411X,NETHERLANDS,English,,1,,Psychology
06316J,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,J CLIN EXP NEUROPSYC,TAYLOR & FRANCIS INC,K  D  J  SS JS JZ Q  B  C  PI CC ES SP,1380-3395,1744-411X,NETHERLANDS,English,,,,"Psychology, Clinical"
06316J,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,J CLIN EXP NEUROPSYC,TAYLOR & FRANCIS INC,K  D  J  SS JS JZ Q  B  C  PI CC ES SP,1380-3395,1744-411X,NETHERLANDS,English,,,,Clinical Neurology
10030J,JOURNAL OF CLINICAL ANESTHESIA,J CLIN ANESTH,ELSEVIER SCIENCE INC,D  JS Q  XC C  CC ES,0952-8180,1873-4529,UNITED STATES,English,,0,,Anesthesiology
10735J,JOURNAL OF CLINICAL APHERESIS,J CLIN APHERESIS,WILEY-BLACKWELL,K  D  JS Q  C  CC ES,0733-2459,1098-1101,UNITED STATES,English,,,,Hematology
07368J,JOURNAL OF CLINICAL BIOCHEMISTRY AND NUTRITION,J CLIN BIOCHEM NUTR,JOURNAL CLINICAL BIOCHEMISTRY & NUTRITION,D  JS Q  XC B1 BA BP ES,0912-0009,1880-5086,JAPAN,English,,,,Nutrition & Dietetics
13763J,JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,J CLIN CHILD ADOLESC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",J  SS JZ Q  B  CC ES SP,1537-4416,1537-4424,UNITED STATES,English,0,1,,"Psychology, Developmental"
13763J,JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,J CLIN CHILD ADOLESC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",J  SS JZ Q  B  CC ES SP,1537-4416,1537-4424,UNITED STATES,English,,,,"Psychology, Clinical"
12558J,JOURNAL OF CLINICAL DENSITOMETRY,J CLIN DENSITOM,ELSEVIER SCIENCE INC,D  JS Q  XC C  PI CC ES,1094-6950,1559-0747,UNITED STATES,English,1,0,,Endocrinology & Metabolism
52360J,JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,J CLIN ENDOCR METAB,ENDOCRINE SOC,K  D  JS Q  C  P  DF B2 BA BP PI CC ES,0021-972X,1945-7197,UNITED STATES,English,,,,Endocrinology & Metabolism
07326J,JOURNAL OF CLINICAL EPIDEMIOLOGY,J CLIN EPIDEMIOL,ELSEVIER SCIENCE INC,K  D  JS Q  XC C  P  CC ES,0895-4356,1878-5921,UNITED STATES,English,,,,Health Care Sciences & Services
07326J,JOURNAL OF CLINICAL EPIDEMIOLOGY,J CLIN EPIDEMIOL,ELSEVIER SCIENCE INC,K  D  JS Q  XC C  P  CC ES,0895-4356,1878-5921,UNITED STATES,English,,,,"Public, Environmental & Occupational Health"
02075J,JOURNAL OF CLINICAL GASTROENTEROLOGY,J CLIN GASTROENTEROL,LIPPINCOTT WILLIAMS & WILKINS,K  D  JS Q  C  DF PI CC ES SP,0192-0790,1539-2031,UNITED STATES,English,,,,Gastroenterology & Hepatology
C8809J,Journal of Clinical Hypertension,J CLIN HYPERTENS,WILEY-BLACKWELL,D  JS Q  XC C  DF CC ES,1524-6175,1751-7176,UNITED STATES,English,,,,Peripheral Vascular Disease
03694J,JOURNAL OF CLINICAL IMMUNOLOGY,J CLIN IMMUNOL,SPRINGER/PLENUM PUBLISHERS,K  D  JS Q  P  B1 BA BP PI CC ES,0271-9142,1573-2592,UNITED STATES,English,,,,Immunology
52404J,JOURNAL OF CLINICAL INVESTIGATION,J CLIN INVEST,AMER SOC CLINICAL INVESTIGATION INC,K  D  JS Q  P  AP DF B1 BA BP PI CC ES,0021-9738,1558-8238,UNITED STATES,English,,,,"Medicine, Research & Experimental"
07351J,JOURNAL OF CLINICAL LABORATORY ANALYSIS,J CLIN LAB ANAL,JOHN WILEY & SONS INC,K  D  JS Q  P  CC ES,0887-8013,1098-2825,UNITED STATES,English,,,,Medical Laboratory Technology
C9443J,Journal of Clinical Lipidology,J CLIN LIPIDOL,ELSEVIER SCIENCE INC,D  JS Q  XC C  CC ES,1933-2874,1876-4789,UNITED STATES,English,,,,Pharmacology & Pharmacy
52426J,JOURNAL OF CLINICAL MICROBIOLOGY,J CLIN MICROBIOL,AMER SOC MICROBIOLOGY,K  D  JS Q  C  P  DF B7 PI CC ES,0095-1137,1098-660X,UNITED STATES,English,,,,Microbiology
